Month,Business_Line_name,Cost_Center,Cost_Center_Name,Project_Name,Intercompany_Name,FS_Category,Account_Grouping,Account_Name,Analytical_Code_D,Currency,SumOfCurrent Month,SumOfBudget,BudgetVariance,BudgetVariancePercentage,SumOfPrevious Month,VarianceFromPreviousMonth,VarianceFromPreviousMonthPercentage
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 183,Intercompany 150,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-88364.08438,-88364.08438,0,0.00 %,-58909.38959,-29454.69479,50.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 187,Intercompany 195,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-4594930.521,-4594930.521,0,0.00 %,-58909.36565,-4536021.155,7700.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 187,Intercompany 200,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-88364.08438,-795276.7594,706912.675,-88.89 %,-58909.38959,-29454.69479,50.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 24,Intercompany 120,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-53018.45063,-53018.45063,0,0.00 %,-58909.38959,5890.93896,-10.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 25,Intercompany 163,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-16831.26571,-18514.39228,1683.12657,-9.09 %,-11220.84381,-5610.4219,50.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 26,Intercompany 237,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-16662.92639,-149966.3375,133303.4111,-88.89 %,-15148.1149,-1514.81149,10.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 30,Intercompany 226,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-18303.94874,-18303.94874,0,0.00 %,-21039.02154,2735.0728,-13.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 32,Intercompany 171,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-53018.45063,-477166.0557,424147.6051,-88.89 %,-58909.38959,5890.93896,-10.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 86,Intercompany 247,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-15149.3833,-16664.32163,1514.93833,-9.09 %,-16832.64811,1683.26481,-10.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 88,Intercompany 240,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-6313.334829,-56820.01346,50506.67863,-88.89 %,-4208.889886,-2104.444943,50.00 %
24-Oct,Corporate & Hold Co - BL,8612,Tax & Zakat,Project 89,Intercompany 207,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-328288.5099,-328288.5099,0,0.00 %,-4208.82705,-324079.6829,7700.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Outsourcing Expense,63104/0000 - Other,SAR,2336201.526,2569821.679,-233620.153,-9.09 %,29951.30162,2306250.224,7700.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Media and promotions,Other Overheads - G&A costs,Entertainment,65503/0000 - Other,SAR,5064.631957,5064.631957,0,0.00 %,64.93117893,4999.700778,7700.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Seconded staff cost and Allocations,Other Overheads - Staff,Allocation to BD projects,61402/0000 - Other,SAR,-403282.7343,-403282.7343,0,0.00 %,-448091.927,44809.1927,-10.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,End of Service Benefit,61201/0000 - Other,SAR,26957.28306,234161.3893,-207204.1062,-88.49 %,18230.95153,8726.33153,47.87 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Social Insurance,61202/0000 - Other,SAR,22771.23758,24801.21089,-2029.97331,-8.18 %,20513.88989,2257.34769,11.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1001 - Housing Allowance,SAR,5573803.752,50126711.75,-44552908,-88.88 %,74564.54518,5499239.207,7375.14 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1002 - Transportation Allowance,SAR,44739.27738,59938.09246,-15198.81508,-25.36 %,29826.18492,14913.09246,50.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1003 - Home Travel Allowance,SAR,27446.54788,30064.54557,-2617.99769,-8.71 %,24855.45482,2591.09306,10.42 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Allowances,61105/1012 - Other Allowance,SAR,6164.27289,55478.45601,-49314.18312,-88.89 %,6849.192101,-684.919211,-10.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Basic Salary,61101/0000 - Other,SAR,268050.8224,2325406.23,-2057355.408,-88.47 %,298256.4363,-30205.6139,-10.13 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Bonus,61104/0000 - Other,SAR,98185.13106,108003.6442,-9818.51314,-9.09 %,89259.21005,8925.92101,10.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Staff costs ,Other Overheads - Staff,Staff costs - Leave Pay,61106/0000 - Other,SAR,-31894.97756,-34711.51302,2816.53546,-8.11 %,-21263.31837,-10631.65919,50.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Flexi Benefit,61309/0000 - Other,SAR,43977.02873,395793.2585,-351816.2298,-88.89 %,29318.01915,14659.00958,50.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,"Resident permit, visa costs and travelling & Other Visa Related Cost",61304/1002 - Visa Cost      ,SAR,245683.7522,2143365.53,-1897681.778,-88.54 %,8760.308199,236923.444,2704.51 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1001 - Medical insurance,SAR,13206.8456,31860.16562,-18653.32002,-58.55 %,15096.22083,-1889.37523,-12.52 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Staff insurance and other staff related costs,Other Overheads - Staff,Staff insurance,61301/1002 - Life insurance,SAR,248726.8761,248726.8761,0,0.00 %,3188.806104,245538.07,7700.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Insurance,65402/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Insurance,65402/1002 - Directors’ insurance,SAR,803767.4408,884144.1848,-80376.744,-9.09 %,893074.9342,-89307.4934,-10.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Insurance,65402/1005 - Cyber Security Insurance,SAR,241989.037,241989.037,0,0.00 %,278148.3184,-36159.2814,-13.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1001 - Business Travel - Boarding & Lodging,SAR,4966.041293,4966.041293,0,0.00 %,3310.694195,1655.347098,50.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1002 - Business Travel - Air fare,SAR,5530.520646,49774.68582,-44244.16517,-88.89 %,3687.013764,1843.506882,50.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Travel and transport,65401/1003 - Business Travel - Other travel expenses,SAR,169.2163375,186.1379713,-16.9216338,-9.09 %,153.8330341,15.3833034,10.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 182,Travel and transport,Other Overheads - G&A costs,Vehicle rental costs,65403/1002 - Car Rent,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 227,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-6564181.023,-6564181.023,0,0.00 %,-84156.16697,-6480024.856,7700.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 223,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 120,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 196,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 237,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 207,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 240,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 99,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 137,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-2805.202873,-3085.72316,280.520287,-9.09 %,-2337.66906,-467.533813,20.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 214,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 216,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 1,Intercompany 184,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-125571.3624,-125571.3624,0,0.00 %,-114155.784,-11415.5784,10.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 17,Intercompany 210,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-6665.170557,-6665.170557,0,0.00 %,-5554.308797,-1110.86176,20.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 22,Intercompany 202,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-56104.16517,-61714.58169,5610.41652,-9.09 %,-46753.47098,-9350.69419,20.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 186,Intercompany 196,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-9846274.686,-10830902.15,984627.464,-9.09 %,-126234.2908,-9720040.395,7700.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 183,Intercompany 150,Service charges income,Other income,Service charges income - Adhoc,43302/0000 - Other,SAR,-35008976.66,-315080789.9,280071813.2,-88.89 %,-448833.0341,-34560143.63,7700.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 183,Intercompany 150,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-126234.2504,-1136108.254,1009874.004,-88.89 %,-84156.16697,-42078.08343,50.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 24,Intercompany 120,Service charges income,Other income,Service charges income - Adhoc,43302/0000 - Other,SAR,-67324.95512,-74057.45063,6732.49551,-9.09 %,-44883.30341,-22441.65171,50.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 24,Intercompany 120,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-58572.73438,-527154.6094,468581.875,-88.89 %,-67324.98205,8752.24767,-13.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 25,Intercompany 163,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-16830.7675,-16830.7675,0,0.00 %,-11220.51167,-5610.25583,50.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 26,Intercompany 237,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-15148.1149,-16662.92639,1514.81149,-9.09 %,-12623.42908,-2524.68582,20.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 30,Intercompany 227,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 30,Intercompany 226,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-3282093.662,-29538842.96,26256749.3,-88.89 %,-42078.12388,-3240015.538,7700.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 32,Intercompany 171,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-10042.48133,-11046.72946,1004.24813,-9.09 %,-11543.08199,1500.60066,-13.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 35,Intercompany 222,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-72912.12298,-80203.33528,7291.2123,-9.09 %,-48608.08199,-24304.04099,50.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 37,Intercompany 223,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-20488.71095,-22537.58205,2048.8711,-9.09 %,-17073.92579,-3414.78516,20.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 39,Intercompany 130,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-2043970.395,-2248367.434,204397.039,-9.09 %,-26204.74865,-2017765.646,7700.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 39,Intercompany 167,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-29715.19928,-267436.7935,237721.5942,-88.89 %,-24762.66607,-4952.53321,20.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 250,Intercompany 204,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-1533743.968,-13803695.71,12269951.74,-88.89 %,-19663.3842,-1514080.584,7700.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 44,Intercompany 216,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-12623.38869,-113610.4982,100987.1095,-88.89 %,-8415.59246,-4207.79623,50.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 45,Intercompany 154,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-5513913.824,-5513913.824,0,0.00 %,-70691.20287,-5443222.621,7700.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 55,Intercompany 156,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-8029.350269,-72264.15242,64234.80215,-88.89 %,-9229.138241,1199.787972,-13.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 65,Intercompany 137,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-1458705.494,-1458705.494,0,0.00 %,-18701.35248,-1440004.142,7700.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 72,Intercompany 214,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-11125.78546,-11125.78546,0,0.00 %,-12361.98384,1236.19838,-10.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 86,Intercompany 247,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-21964.76661,-21964.76661,0,0.00 %,-25246.85817,3282.09156,-13.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 88,Intercompany 240,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-4628.620287,-5091.482316,462.862029,-9.09 %,-4207.836625,-420.783662,10.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 89,Intercompany 207,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-6311.754937,-56805.79443,50494.03949,-88.89 %,-4207.836625,-2103.918312,50.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 97,Intercompany 99,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-65641.86355,-72206.04991,6564.18636,-9.09 %,-54701.55296,-10940.31059,20.00 %
24-Oct,Corporate & Hold Co - BL,8621,Insurance,Project 99,Intercompany 95,Service charges income,Other income,Service charges income - Annual,43301/0000 - Other,SAR,-37870.31149,-37870.31149,0,0.00 %,-42078.12388,4207.81239,-10.00 %
24-Oct,Corporate & Hold Co - BL,8631,BU PM CFO,Project 1,Intercompany 182,Consultancy,Other Overheads - Consultancy,Outsourcing Expense,63104/0000 - Other,SAR,10385121.04,88354320.57,-77969199.53,-88.25 %,1059360.583,9325760.457,880.32 %
24-Oct,Corporate & Hold Co - BL,8631,BU PM CFO,Project 1,Intercompany 182,Media and promotions,Other Overheads - G&A costs,Entertainment,65503/0000 - Other,SAR,648.0924596,2630.991921,-1982.899461,-75.37 %,432.0616397,216.0308199,50.00 %
24-Oct,Corporate & Hold Co - BL,8631,BU PM CFO,Project 1,Intercompany 182,Media and promotions,Other Overheads - G&A costs,Gifts and Donations,65505/0000 - Other,SAR,11517.05566,11595.1526,-78.09694,-0.67 %,1035.308199,10481.74746,1012.43 %
